,identifier,Alignment ID,Average Mz,Average Rt(min),duplicate_flag,adduct_flag,isotope_flag,isotope_phr,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,Total score,RT similarity,Dot product,Reverse dot product,Fragment presence %,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,SA1,SA2,SA3,SA4,SA5,SB1,SB2,SB3,SB4,SB5
74,0.50_192.06,2427,192.0619,0.500,,,"Match #226: 0.50_194.06 = [M+H+2] w/ R^2 = 0.936, dRT = 0.001, PHR = 0.148 +/- 0.009",0.1481879552453557,w/o MS2:5-Hydroxyindole-3-acetic acid; LC-ESI-QTOF; MS2; CE,[M+H]+,,1.0,False,,192.06552,C10H9NO3,Indole-3-acetic acid derivatives,DUUGKQCEGZLZNO-UHFFFAOYSA-N,OC(=O)CC1=CNC2=C1C=C(O)C=C2,530,True,True,False,,False,False,,,93.6,,,,,302.1,SA1,192.06189:29547474 193.06524:3657623 194.0686:5092356,,29547474.0,16888942.0,16557111.0,17717926.0,18492156.0,23698674.0,20379612.0,18878392.0,19113832.0,19800278.0
75,0.50_197.04,2573,197.0410,0.500,,,Match #228,,Unknown,[M+H]+,ion correlated with 16914; ion correlated with 6547; ion correlated with 3311; ion correlated with 4296; adduct linked to 209_[M+NH4]2+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,33.79,SA1,197.04099:3728858 198.04434:0 199.0477:480206,,3728857.8,1659687.2,1752872.6,1950551.4,1665962.9,2251207.8,1541176.9,1505490.2,1592037.6,1316140.2
76,0.50_310.91,8068,310.9077,0.500,Match #1307,,,,Unknown,[M+H]+,adduct linked to 9000_[M+NH4]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,36.07,SA1,310.90768:1269123 311.91103:0 312.91439:517157,,1269122.8,667852.56,625285.9,646060.9,721049.94,889755.25,673486.5,684526.1,638796.75,644234.8
77,0.50_206.00,2867,205.9963,0.500,Match #453,,,,Unknown,[M+H]+,adduct linked to 3750_[M+Na]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,167.46,SB5,205.99634:4056651 206.99969:0 208.00305:2708694,,1481903.2,2787953.0,3193112.8,3370274.0,4015236.5,1488731.4,2798197.5,3273300.8,3487065.2,4056651.2
78,0.50_347.99,10142,347.9925,0.500,Match #1594,,,,Unknown,[M+Na]+,adduct linked to 8887_[M+H]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,49.93,SA1,347.99252:1834532 348.99587:0 349.99923:0,,1834532.1,1488741.9,1562568.9,1171179.6,1400627.8,1221978.4,1093979.9,958071.25,879122.75,977351.94
79,0.50_204.00,2809,204.0006,0.500,Match #437: Possible duplicate of 0.58_204.00 (0.0%) | Match #438,Match #017,,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,869.3,SB5,204.00058:84036592 205.00393:5133794 206.00729:4259574,,29187426.0,59504300.0,67556330.0,69666776.0,73924240.0,30214062.0,64146576.0,70083010.0,72646490.0,84036590.0
80,0.50_120.53,592,120.5276,0.500,Match #068,,,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,1252.11,SB5,120.52763:193609968 121.53098:8671125 122.53434:311974080,,78889210.0,144355220.0,161837950.0,171600770.0,177673470.0,76053130.0,149935020.0,164641680.0,176193460.0,193609970.0
81,0.50_151.04,1335,151.0354,0.500,Match #170,,"Match #113: 0.50_153.03 = [M+H+2] w/ R^2 = 0.987, dRT = 0.000, PHR = 0.141 +/- 0.003",0.1407648972506188,w/o MS2:2-Mercapto benzimidazole; LC-ESI-ITFT; MS2; CE,[M+2H]2+,,1.0,False,,151.03243999999998,C7H6N2S,Benzimidazoles,YHMYGUUIMTVXNW-UHFFFAOYSA-N,SC1=NC2=CC=CC=C2N1,530,True,True,False,,False,False,,,95.8,,,,,943.58,SA1,151.03539:119282776 152.03874:14795404 153.0421:16455403,,119282776.0,69041056.0,66415820.0,67130096.0,67854040.0,90031656.0,79212264.0,72366040.0,72484104.0,77285656.0
82,0.50_169.05,1780,169.0459,0.500,,,,,Unknown,[M+H]+,,0.5,False,,,,,,,999,False,False,False,,False,False,,,,,,,,158.65,SA1,169.04591:9189140 170.04926:1223872 171.05262:1403324,,9189140.0,4869105.5,5014752.0,5298684.0,5030471.0,6985016.0,5714064.5,5423870.5,5760095.0,5800745.0
83,0.50_316.91,8435,316.9147,0.500,Match #1365,,"Match #734: 0.49_319.92 = [M+H+3] w/ R^2 = 0.527, dRT = 0.012, PHR = 0.184 +/- 0.037",0.1844430288475866,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,112.04,SA1,316.91473:3223520 317.91808:0 318.92144:0,,3223520.2,2121574.2,1891002.5,1809129.8,1817436.4,1622781.2,1359868.0,1095870.2,1069568.2,990578.8
84,0.50_129.53,833,129.5331,0.501,,,,,Unknown,[M+H]+,ion correlated with 1633,0.9,False,,,,,,,999,False,False,False,,False,False,,,,,,,,64.89,SB5,129.5331:6331474 130.53645:0 131.53981:3651696,,2531055.5,4153320.0,4610548.5,5303064.5,5490254.0,2235408.0,4564433.5,4572253.0,5996680.0,6331474.0
85,0.50_250.01,4675,250.0062,0.501,,,,,Unknown,[M+Na]+,adduct linked to 4482_[M+NH4]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,195.88,SA4,250.0062:3074947 251.00955:0 252.01291:159872,,1225604.6,2138161.2,2340620.8,3074947.0,2854537.0,1111895.4,2034299.9,2144128.0,1946857.9,2367596.0
86,0.50_162.97,1633,162.9737,0.501,Match #233: Possible duplicate of 0.58_162.97 (0.0%),Match #014: M-H] -> [M+Cl] (0.50_198.94) w/ R^2 = 0.234,,,Unknown,[M+H]+,ion correlated with 833,0.7,False,,,,,,,999,False,False,False,,False,False,,,,,,,,164.22,SB5,162.97369:5884996 163.97704:0 164.9804:0,,2479773.0,4447048.5,5233182.5,5483885.5,5609862.0,2112206.2,4800004.5,4592341.0,5168890.0,5884996.0
87,0.50_194.06,2487,194.0595,0.501,,,Match #226,,Unknown,[M+H]+,,0.8,False,,,,,,,999,False,False,False,,False,False,,,,,,,,6.48,SA1,194.05948:4753864 195.06283:23033 196.06619:0,,4753863.5,2598861.0,2451876.8,2500364.8,2767060.8,3577600.5,2637759.8,2761589.8,2702979.8,3171585.5
88,0.50_101.11,29,101.1074,0.501,Match #004,,,,Unknown,[M+H]+,similar chromatogram in higher mz_8210,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,111.64,SA1,101.10741:16391467 102.11076:918648 103.11412:0,,16391467.0,13149460.0,11975237.0,12024213.0,11363926.0,10946096.0,11159184.0,7520371.5,9574317.0,8012557.0
89,0.50_245.03,4482,245.0274,0.501,Match #732: Possible duplicate of 0.59_245.03 (0.0%) | Match #733,,,,Unknown,[M+NH4]+,adduct linked to 4675_[M+Na]+,0.9,False,,,,,,,999,False,False,False,,False,False,,,,,,,,211.19,SB5,245.02742:18898690 246.03077:1198891 247.03413:891184,,6339542.0,12161008.0,14352856.0,15275584.0,16803736.0,6522685.0,14030308.0,14888860.0,15931795.0,18898690.0
90,0.50_131.55,908,131.5527,0.501,,,,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,26.87,SA1,131.55266:4032950 132.55601:193456 133.55937:0,,4032950.5,3230640.2,3645547.5,3179236.0,3484973.2,3522898.2,3391248.0,3232707.8,3146433.8,3665462.2
91,0.50_109.52,274,109.5216,0.501,,,"Match #023: 0.49_112.54 = [M+H+3] w/ R^2 = 0.002, dRT = 0.007, PHR = 3.765 +/- 1.337",3.764638867507709,Unknown,[M+H]+,similar chromatogram in higher mz_1633; adduct linked to 755_[M+NH4]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,25.04,SA5,109.52157:1919531 110.52492:0 111.52828:6342568,,1871570.5,1799483.5,1575430.2,1711710.0,1919530.6,1127787.0,1628231.1,1354889.9,1465034.5,1618038.9
92,0.50_173.08,1887,173.0785,0.501,,,,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,46.07,SA1,173.07851:7211876 174.08186:0 175.08522:0,,7211875.5,5617726.5,5569934.5,5146481.5,5447450.0,4756316.0,4335652.5,4247436.5,3807737.8,4274595.0
93,0.50_122.55,651,122.5471,0.501,,,,,Unknown,[M+2H]2+,ion correlated with 1061,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,1629.36,SA1,122.5471:405764480 123.55045:5014679 124.55381:11634466,,405764480.0,279004960.0,276264540.0,291363680.0,310640380.0,356532800.0,285720450.0,279493280.0,301790820.0,309097250.0
94,0.50_124.54,702,124.5437,0.501,,,"Match #052: 0.50_126.54 = [M+H+2] w/ R^2 = 0.124, dRT = 0.001, PHR = 0.105 +/- 0.016 | Match #053: 0.50_127.54 = [M+H+3] w/ R^2 = 0.573, dRT = 0.005, PHR = 1.301 +/- 0.323",0.104973667351162,Unknown,[M+H]+,,0.8,False,,,,,,,999,False,False,False,,False,False,,,,,,,,298.24,SA1,124.54366:10635719 125.54701:0 126.55037:669407,,10635719.0,6947332.0,7181905.0,7284666.0,7944168.5,7985271.5,7674390.0,6639959.5,7658203.0,7312933.0
95,0.50_401.40,12939,401.4015,0.502,,,,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,53.21,SA1,401.40152:1486151 402.40487:300543 403.40823:0,,1486151.2,1024694.2,1060391.4,880688.0,898100.9,1401909.5,804621.6,813775.75,637992.7,1185779.6
96,0.50_116.00,482,116.0020,0.502,,,,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,140.34,SB1,116.00205:9564860 117.0054:0 118.00876:258576,,8892665.0,6820380.0,6662069.5,7231649.0,6961154.0,9564860.0,7331696.0,7163537.5,6765506.0,7797736.5
97,0.50_284.99,6549,284.9873,0.502,,,,,Unknown,[M+H]+,adduct linked to 7782_[M+Na]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,25.8,SB5,284.98727:738709 285.99062:0 286.99398:0,,636805.0,413035.12,562768.2,316875.44,295097.53,622807.56,583605.0,475647.2,647629.5,738708.75
98,0.50_147.56,1262,147.5604,0.502,,,,,Unknown,[M+H]+,,0.4,False,,,,,,,999,False,False,False,,False,False,,,,,,,,20.73,SA3,147.56036:456013 148.56371:0 149.56707:0,,230685.08,146015.3,456012.66,155144.62,161367.75,105485.64,235169.5,127889.9,158335.8,215785.1
99,0.50_104.03,124,104.0302,0.502,,,"Match #009: 0.50_107.03 = [M+H+3] w/ R^2 = 0.394, dRT = 0.006, PHR = 0.697 +/- 0.186",0.6968418351081096,w/o MS2:L-Serine; LC-ESI-ITFT; MS2; m/z,[M+H]2+,adduct linked to 2920_[M+H]+,1.0,False,,104.03532,C3H7NO3,Serine and derivatives,MTCFGRXMJLQNBG-REOHCLBHSA-N,N[C@@H](CO)C(O)=O,530,True,True,False,,False,False,,,87.8,,,,,321.49,SA1,104.0302:18194566 105.03355:0 106.03691:2661106,,18194566.0,11598397.0,12360059.0,12531141.0,14058877.0,14389433.0,12878210.0,11923827.0,12208100.0,14189459.0
100,0.50_271.91,5783,271.9138,0.502,,,,,Unknown,[M+H]+,adduct linked to 6803_[M+NH4]+,0.6,False,,,,,,,999,False,False,False,,False,False,,,,,,,,109.37,SB2,271.91382:1274747 272.91717:0 273.92053:0,,1100638.9,818918.25,986163.1,911276.0,1254607.0,1212596.4,1274746.9,948060.3,939300.6,962122.6
101,0.50_166.89,1726,166.8898,0.502,Match #252,,,,Unknown,[M+H]+,,0.8,False,,,,,,,999,False,False,False,,False,False,,,,,,,,131.49,SA5,166.8898:1916470 167.89315:0 168.89651:0,,708749.94,239383.16,1158073.2,643413.8,1916470.2,1149092.6,1538222.9,563033.9,1150500.8,926922.6
102,0.50_195.03,2512,195.0317,0.502,,,"Match #228: 0.50_197.04 = [M+H+2] w/ R^2 = 0.641, dRT = 0.002, PHR = 0.224 +/- 0.050",0.2238164369168873,Unknown,[M+H]+,adduct linked to 3043_[M+NH4]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,100.92,SA1,195.03169:10846645 196.03504:700033 197.0384:4160822,,10846645.0,7720802.5,7693967.0,7412052.0,8108650.0,9295289.0,7679359.5,7722474.0,7977715.0,9039792.0
103,0.50_180.04,2069,180.0443,0.502,,,,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,852.44,SA1,180.04431:76098824 181.04766:5456938 182.05102:719553,,76098824.0,57688748.0,55079436.0,59069040.0,61984668.0,69470400.0,59771652.0,58718080.0,61650592.0,69053096.0
104,0.50_226.05,3626,226.0501,0.502,,,,,Unknown,[M+Na]+,adduct linked to 62_[M+H]2+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,52.41,SB4,226.05011:4469882 227.05346:244307 228.05682:0,,4040611.0,3408010.2,3948762.0,3401600.5,3565634.2,3772050.8,3874504.5,3719309.0,4469882.0,4318604.0
105,0.50_229.96,3846,229.9645,0.502,,,,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,12.86,SB5,229.96454:991877 230.96789:627430 231.97125:0,,208097.48,383466.4,714558.06,656497.7,446413.5,170081.8,375852.7,531327.94,540127.0,991876.9
106,0.50_336.42,9504,336.4222,0.502,,,,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,12.92,SA1,336.42218:1059993 337.42553:336878 338.42889:0,,1059992.6,1005074.5,640093.56,658479.94,999758.3,726638.6,701321.9,274632.3,348306.44,472002.94
107,0.50_333.96,9345,333.9587,0.502,Match #1486,Match #096: M-H] -> [M+Cl] (0.51_369.93) w/ R^2 = 0.270,,,Unknown,[M+H]+,,0.9,False,,,,,,,999,False,False,False,,False,False,,,,,,,,472.84,SB5,333.95868:8642666 334.96203:343254 335.96539:222727,,2678851.2,5713366.5,6630580.0,6839997.0,7587337.5,3049306.8,5952256.0,7028509.5,7416965.5,8642666.0
108,0.50_239.97,4225,239.9667,0.502,,,,,Unknown,[M+H]+,adduct linked to 5278_[M+Na]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,306.47,SA1,239.96669:5473982 240.97004:385842 241.9734:231916,,5473982.0,3539260.8,3244491.8,3352111.0,4136850.2,5124984.5,4386318.5,4152531.8,3664132.2,5023193.5
109,0.50_139.02,1061,139.0181,0.502,Match #130,Match #006: M-H] -> [M+Cl] (0.50_175.00) w/ R^2 = 0.447,,,Unknown,[M+H]+,ion correlated with 651,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,2354.32,SA1,139.01808:376743808 140.02143:18417814 141.02479:7123105,,376743800.0,293264480.0,281839520.0,290191200.0,300790900.0,346244350.0,295143460.0,292989280.0,292259040.0,326686200.0
110,0.50_127.98,787,127.9824,0.502,,,,,Unknown,[M+H]+,similar chromatogram in higher mz_16530; similar chromatogram in higher mz_7229; similar chromatogram in higher mz_16479,0.9,False,,,,,,,999,False,False,False,,False,False,,,,,,,,65.21,SA1,127.98236:983445 128.98571:0 129.98907:2567902,,983445.3,731412.56,547103.6,764165.06,762029.94,932586.06,580094.7,364800.2,369964.88,571210.75
111,0.50_213.02,3085,213.0187,0.502,,,,,Unknown,[M+H]+,adduct linked to 3853_[M+NH4]+; adduct linked to 4024_[M+Na]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,1474.97,SA1,213.01871:80255944 214.02206:5458214 215.02542:985530,,80255944.0,48719672.0,49406236.0,49702756.0,53214664.0,52492044.0,38851916.0,36562656.0,35742216.0,36343216.0
112,0.50_126.54,755,126.5423,0.502,,,Match #052,,Unknown,[M+NH4]+,adduct linked to 274_[M+H]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,52.21,SB1,126.5423:1029916 127.54565:9307820 128.54901:0,,834901.7,600286.8,856130.44,671093.06,874137.25,1029916.0,906017.94,684370.44,728026.3,865106.25
113,0.50_171.01,1821,171.0056,0.502,,,,,w/o MS2:sn-Glycerol 3-phosphate; LC-ESI-ITFT; MS2; m/z,[M+H]+,adduct linked to 2306_[M+NH4]+; adduct linked to 2454_[M+Na]+,1.0,False,,171.00638999999998,C3H9O6P,Glycerophosphates,AWUCVROLDVIAJX-GSVOUGTGSA-N,OC[C@@H](O)COP(O)(O)=O,530,True,True,False,,False,False,,,99.7,,,,,288.6,SA1,171.0056:25709144 172.00895:5726005 173.01231:436091,,25709144.0,18603404.0,18480078.0,19046492.0,20916704.0,22959574.0,17865076.0,16482302.0,16701586.0,19032268.0
114,0.50_280.99,6304,280.9936,0.502,,,,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,1496.77,SA1,280.99362:36180516 281.99697:6068522 283.00033:5602400,,36180516.0,20552276.0,19952044.0,21684210.0,22216446.0,31903424.0,25222048.0,25216674.0,25075738.0,28025586.0
115,0.50_145.13,1205,145.1337,0.502,,,,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,17.95,SA1,145.1337:1217840 146.13705:0 147.14041:0,,1217840.1,1042091.2,1210413.0,1010594.6,1081340.6,1201955.2,840844.25,903613.56,657482.6,851607.4
116,0.50_192.98,2454,192.9766,0.502,,,Match #219,,Unknown,[M+Na]+,adduct linked to 1821_[M+H]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,211.73,SA1,192.97664:11020692 193.97999:14729027 194.98335:7016970,,11020692.0,8274377.0,8406215.0,8258573.5,8834308.0,9911581.0,7950441.5,8134619.0,8686386.0,7246266.5
117,0.50_143.01,1157,143.0113,0.502,,Match #001,,,Unknown,[M+NH4]+,adduct linked to 736_[M+H]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,78.82,SB1,143.01126:7282280 144.01461:3897930 145.01797:2160505,,7271843.5,6002823.5,6267545.5,6498875.5,6165390.5,7282280.0,6498723.5,6421398.5,6609670.5,6720460.0
118,0.50_102.03,62,102.0338,0.502,,,,,Unknown,[M+H]2+,adduct linked to 3626_[M+Na]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,514.75,SA1,102.0338:775283392 103.03715:8206378 104.04051:19101126,,775283400.0,525766850.0,540300900.0,534759260.0,573221250.0,615837440.0,542278700.0,511002880.0,560063400.0,576668900.0
119,0.50_314.98,8309,314.9816,0.502,,,,,w/o MS2:Triclocarban; LC-ESI-ITFT; MS2; CE,[M+H]+,,1.0,False,,314.98532,C13H9Cl3N2O,Dichlorobenzenes,ICUTUKXCWQYESQ-UHFFFAOYSA-N,OC(NC1=CC=C(Cl)C=C1)=NC1=CC(Cl)=C(Cl)C=C1,530,True,True,False,,False,False,,,93.3,,,,,28.07,SB5,314.9816:813325 315.98495:0 316.98831:0,,447291.9,408014.12,631250.3,694651.0,430552.7,736670.1,582315.25,596874.9,594580.2,813324.8
120,0.50_154.00,1384,154.0049,0.502,Match #180,,,,Unknown,[M+NH4]+,adduct linked to 1546_[M+Na]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,348.53,SA1,154.00487:17078336 155.00822:400337 156.01158:355180,,17078336.0,13651963.0,13578776.0,12971963.0,13984948.0,16494429.0,14138229.0,13262237.0,13421567.0,15596153.0
121,0.50_190.98,2391,190.9794,0.502,,,"Match #219: 0.50_192.98 = [M+H+2] w/ R^2 = 0.882, dRT = 0.000, PHR = 0.576 +/- 0.026",0.5761434742956502,Unknown,[M+H]+,adduct linked to 2915_[M+NH4]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,225.63,SA1,190.97937:20356698 191.98272:913768 192.98608:10715429,,20356698.0,14550671.0,14252669.0,14197134.0,15456154.0,16563194.0,14632512.0,13246879.0,14275477.0,13320211.0
122,0.50_190.00,2362,190.0023,0.502,,,,,Unknown,[M+Na]+,adduct linked to 1754_[M+H]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,65.07,SA1,190.00227:3782808 191.00562:0 192.00898:0,,3782807.5,2479596.0,2488832.5,2360067.0,2800077.0,2808998.0,2252452.0,1781273.2,1997200.0,1819788.5
123,0.50_410.95,13379,410.9521,0.503,,,,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,130.0,SA1,410.95209:2209070 411.95544:384147 412.9588:0,,2209069.5,1342489.2,1085786.2,1392749.9,1316324.8,1753628.2,1417751.2,1363567.6,1510636.5,1550235.6
124,0.50_175.00,1958,175.0026,0.503,,Match #006,Match #166,,Unknown,[M+Na]+,adduct linked to 1372_[M+H]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,94.15,SA1,175.00264:2407611 176.00599:0 177.00935:8770422,,2407611.0,2061409.1,1994649.2,2013047.5,2113999.2,2092161.4,2201940.5,1908143.8,2142814.2,2028353.6
125,0.50_112.98,382,112.9785,0.503,,,,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,76.84,SB1,112.97854:2004145 113.98189:0 114.98525:0,,1920860.6,1584135.9,1648678.5,1312159.2,1461704.4,2004145.4,1594678.6,1486582.6,1650052.6,1462042.1
126,0.50_168.02,1754,168.0161,0.503,Match #259,Match #017: M-H] -> [M+Cl] (0.50_204.00) w/ R^2 = 0.703,Match #156,,Unknown,[M+H]+,ion correlated with 1167; adduct linked to 2217_[M+NH4]+; adduct linked to 2362_[M+Na]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,1148.73,SA1,168.0161:71515424 169.01945:12241337 170.02281:1555090,,71515424.0,51817144.0,50940928.0,51403680.0,53601328.0,60642896.0,47951972.0,46719508.0,46719512.0,50605872.0
127,0.50_167.01,1733,167.0131,0.503,Match #253: Possible duplicate of 0.59_167.01 (0.0%),,"Match #156: 0.50_168.02 = [M+H+1] w/ R^2 = 0.993, dRT = 0.000, PHR = 0.058 +/- 0.001",0.0580744142892324,Unknown,[M+H]2+,adduct linked to 10291_[M+NH4]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,8844.33,SA1,167.01311:1232759424 168.01646:75741336 169.01982:12241337,,1232759400.0,876689500.0,870295170.0,876673150.0,929120770.0,1028920600.0,839062460.0,813055500.0,803150400.0,887072900.0
128,0.50_312.94,8210,312.9438,0.503,,,,,Unknown,[M+H]+,adduct linked to 9414_[M+Na]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,275.07,SB2,312.94379:5509225 313.94714:137116 314.9505:239887,,5115016.0,3997968.8,4098675.5,3578005.5,4927449.5,5153736.0,5509225.0,4549897.5,4866959.0,3614417.0
129,0.50_359.93,10778,359.9317,0.503,,,,,Unknown,[M+H]+,,0.9,False,,,,,,,999,False,False,False,,False,False,,,,,,,,66.04,SB5,359.93167:2332224 360.93502:784457 361.93838:7216412,,226064.17,825267.0,1569477.9,1574023.5,1722086.1,576569.1,1124436.9,1371400.1,1438335.6,2332224.0
130,0.50_198.94,2642,198.9408,0.503,,Match #014,,,Unknown,[M+H]+,adduct linked to 3382_[M+Na]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,37.36,SB1,198.94075:598363 199.9441:0 200.94746:0,,467487.75,353482.1,268525.5,324451.4,295461.84,598362.8,363169.4,548357.6,555492.8,499034.12
131,0.50_322.93,8734,322.9340,0.503,,,"Match #752: 0.52_323.93 = [M+H+1] w/ R^2 = 0.784, dRT = 0.015, PHR = 4.989 +/- 0.313",4.98918101694014,Unknown,[M+Na]+,adduct linked to 7488_[M+H]+,0.9,False,,,,,,,999,False,False,False,,False,False,,,,,,,,136.91,SA1,322.93402:4593429 323.93737:7192280 324.94073:3092816,,4593429.0,2877719.0,3260383.8,3268258.5,3518864.2,3921321.2,3551237.8,3289262.8,3272750.8,3512005.8
132,0.50_158.17,1544,158.1740,0.503,,,,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,21.44,SB1,158.17397:1439234 159.17732:0 160.18068:0,,1127768.8,1203743.1,1080870.6,1195878.4,1154374.0,1439234.1,1263816.0,1126155.9,890529.0,1007012.94
133,0.50_169.01,1778,169.0090,0.503,Match #263,,,,Unknown,[M+H]+,,0.5,False,,,,,,,999,False,False,False,,False,False,,,,,,,,198.07,SB5,169.00897:9747219 170.01232:618723 171.01568:18719974,,11462932.0,8584170.0,8498683.0,8549740.0,8924594.0,9766347.0,8313931.5,7848518.0,8198823.5,9747219.0
134,0.50_125.99,736,125.9863,0.503,Match #084,,,,Unknown,[M+H]+,adduct linked to 1157_[M+NH4]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,2278.32,SA1,125.98631:136365600 126.98966:4214103 127.99302:1128594,,136365600.0,98639810.0,99930040.0,99374664.0,103462704.0,119734160.0,95543584.0,88714296.0,85004384.0,98795890.0
135,0.50_171.99,1844,171.9915,0.503,,,"Match #166: 0.50_175.00 = [M+H+3] w/ R^2 = 0.380, dRT = 0.000, PHR = 0.224 +/- 0.043",0.2241369826810511,Unknown,[M+H]+,ion correlated with 399; adduct linked to 2481_[M+Na]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,81.68,SA1,171.99155:14364949 172.9949:243526 173.99826:0,,14364949.0,10012224.0,10413116.0,9907038.0,11087567.0,11145607.0,8406492.0,7429154.5,7190915.0,7296533.5
136,0.50_333.45,9340,333.4487,0.503,,,,,Unknown,[M+H]+,adduct linked to 10283_[M+NH4]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,9.2,SA1,333.44867:1308080 334.45202:231238 335.45538:0,,1308080.0,586981.06,592711.94,832336.06,486899.34,1227318.4,1001292.3,620200.44,929335.56,931325.5
137,0.50_257.98,5072,257.9774,0.503,,,,,Unknown,[M+H]+,,0.3,False,,,,,,,999,False,False,False,,False,False,,,,,,,,277.36,SB1,257.97736:5356444 258.98071:625556 259.98407:1099608,,6219607.5,3474358.5,3733713.0,3576481.8,3964700.8,5356443.5,4773490.5,3897429.8,4291020.0,4820964.0
138,0.50_466.38,16138,466.3810,0.503,,,,,Unknown,[M+2H]2+,,0.9,False,,,,,,,999,False,False,False,,False,False,,,,,,,,20.47,SA1,466.38098:914186 467.38433:0 468.38769:0,,914186.2,557332.3,394575.75,377989.4,700958.5,726190.8,368501.88,349837.97,339762.5,759471.0
